POID,NCES ID - Clean,GovSpend ID,Disrict Name,State,Competitor,PO Spend,PO Date
2412609308,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$7,560.00",2024-04-19T12:00:00.000Z
2412609302,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$1,260.00",2024-04-19T12:00:00.000Z
2412609292,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$2,520.00",2024-04-19T12:00:00.000Z
2412609300,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$1,260.00",2024-04-19T12:00:00.000Z
2412609298,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$2,520.00",2024-04-19T12:00:00.000Z
2412609296,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$1,260.00",2024-04-19T12:00:00.000Z
2412609294,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$1,260.00",2024-04-19T12:00:00.000Z
2412609314,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$7,560.00",2024-04-19T12:00:00.000Z
2412609310,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$7,560.00",2024-04-19T12:00:00.000Z
2412609316,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$2,520.00",2024-04-19T12:00:00.000Z
2412609290,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$1,260.00",2024-04-19T12:00:00.000Z
2261386604,4702580,40272,County of Madison,Tennessee,Proximity Learning,"$39,104.00",2022-05-06T12:00:00.000Z
2579592416,-,32498,County of Mercer,North Dakota,Proximity Learning,"$215,000.00",2024-07-22T12:00:00.000Z
2459644666,4502310,54151,Greenville County School District,South Carolina,Proximity Learning,"$6,118.28",2024-04-18T12:00:00.000Z
2417389535,3904659,55558,Richmond Heights Local School District,Ohio,Proximity Learning,"$12,120.00",2024-04-17T12:00:00.000Z
2434363222,4502010,54152,Dorchester School District 2,South Carolina,Proximity Learning,"$1,150.05",2024-04-17T12:00:00.000Z
2472782700,4826610,78378,Lamesa Independent School District,Texas,Proximity Learning,"$24,841.08",2024-04-17T12:00:00.000Z
2459644565,4502310,54151,Greenville County School District,South Carolina,Proximity Learning,"$6,011.63",2024-04-16T12:00:00.000Z
2518975502,4500900,69494,Anderson School District 5,South Carolina,Proximity Learning,"$5,452.47",2024-04-16T12:00:00.000Z
2413258524,1708100,73762,Lincoln Elementary School District 156,Illinois,Proximity Learning,"$4,950.00",2024-04-16T12:00:00.000Z
2412934124,3702970,53578,Charlotte-Mecklenburg Schools,North Carolina,Elevate K12,"$15,257.00",2024-04-16T12:00:00.000Z
2463565770,4900720,54499,Ogden School District,Utah,Proximity Learning,"$2,672.00",2024-04-16T12:00:00.000Z
2401744390,1732370,73782,Posen-Robbins Elementary School District 143-5,Illinois,Proximity Learning,"$2,520.00",2024-04-15T12:00:00.000Z
2434358864,4503908,69568,Marion School District 10,South Carolina,Elevate K12,"$736,370.00",2024-04-12T12:00:00.000Z
2398382284,1711250,73582,Crete-Monee Community Unit School District 201-U,Illinois,Elevate K12,"$30,120.00",2024-04-12T12:00:00.000Z
1942220515,-,19522,County of Prince George,Virginia,Proximity Learning,"$43,973.95",2021-09-08T12:00:00.000Z
2717401031,0622710,176194,Danube Avenue Elementary School,California,Tutored By Teachers,"$23,790.00",2022-01-28T12:00:00.000Z
2736828669,1304380,189128,Davidson Magnet School,Georgia,Proximity Learning,"$8,570.00",2025-03-06T12:00:00.000Z
2736823321,1304380,189128,Davidson Magnet School,Georgia,Proximity Learning,"$10,969.94",2025-02-14T12:00:00.000Z
2035013092,4816410,173484,Dayton High School,Texas,Proximity Learning,"$31,266.00",2021-07-20T12:00:00.000Z
2034989687,4816410,173484,Dayton High School,Texas,Proximity Learning,"$35,975.00",2021-02-25T12:00:00.000Z
2234715401,5602610,207901,Dean Morgan Middle School,Wyoming,Elevate K12,"$21,360.00",2023-06-02T12:00:00.000Z
1199088193,-,57705,Delaware Department of Education (DDOE),Delaware,Proximity Learning,"$4,000.00",2017-04-11T12:00:00.000Z
1199090931,-,57705,Delaware Department of Education (DDOE),Delaware,Proximity Learning,"$4,000.00",2017-04-10T12:00:00.000Z
2388010510,0803360,186646,Denver School of Innovation and Sustainable Design,Colorado,Tutored By Teachers,"$6,000.00",2024-01-12T12:00:00.000Z
2459644469,4502310,54151,Greenville County School District,South Carolina,Proximity Learning,"$19,446.30",2024-04-11T12:00:00.000Z
2705374204,1709930,80403,Chicago Public School District 299,Illinois,Proximity Learning,"$7,000.00",2024-04-11T12:00:00.000Z
2417485094,1718600,73681,Hazel Crest School District 152-5,Illinois,Proximity Learning,"$16,365.72",2024-04-08T12:00:00.000Z
2705638824,1709930,80403,Chicago Public School District 299,Illinois,Proximity Learning,"$27,856.00",2024-04-05T12:00:00.000Z
2560363723,4817640,234397,Duncanville High School,Texas,Elevate K12,"$618,405.86",2025-02-03T12:00:00.000Z
2393105042,2007950,74465,Kansas City Unified School District 500,Kansas,Proximity Learning,"$482,110.40",2024-04-04T12:00:00.000Z
2459644221,4502310,54151,Greenville County School District,South Carolina,Proximity Learning,"$6,011.65",2024-04-04T12:00:00.000Z
2705374432,1709930,80403,Chicago Public School District 299,Illinois,Proximity Learning,"$8,315.00",2024-04-04T12:00:00.000Z
2522451423,4819650,55995,Fort Bend Independent School District,Texas,Proximity Learning,"$135,739.80",2024-04-03T12:00:00.000Z
2531474633,4838190,78112,Royal Independent School District,Texas,Proximity Learning,"$12,679.92",2024-04-03T12:00:00.000Z
2413258507,1708100,73762,Lincoln Elementary School District 156,Illinois,Proximity Learning,"$4,950.00",2024-04-02T12:00:00.000Z
2433187792,3904873,55541,Northridge Local School District (Montgomery County),Ohio,Elevate K12,"$54,490.00",2024-04-01T12:00:00.000Z
2412743869,5102160,78392,Lancaster County Public Schools,Virginia,Proximity Learning,"$6,760.00",2024-03-31T12:00:00.000Z
2754989352,1711010,73604,Country Club Hills School District 160,Illinois,Proximity Learning,"$13,395.96",2024-03-28T12:00:00.000Z
2417389534,3904659,55558,Richmond Heights Local School District,Ohio,Proximity Learning,"$6,060.00",2024-03-26T12:00:00.000Z
2705638812,1709930,80403,Chicago Public School District 299,Illinois,Proximity Learning,"$4,000.00",2024-03-26T12:00:00.000Z
2466456280,3403780,54618,Delran Township School District,New Jersey,Elevate K12,"$39,000.00",2024-03-26T12:00:00.000Z
2398320377,4502100,54167,Fairfield County School District,South Carolina,Elevate K12,"$46,320.00",2024-03-22T12:00:00.000Z
2393099417,2007950,74465,Kansas City Unified School District 500,Kansas,Proximity Learning,"$323,935.04",2024-03-22T12:00:00.000Z
2382335931,1712000,73643,DeKalb Community Unit School District 428,Illinois,Elevate K12,"$15,780.00",2024-03-21T12:00:00.000Z
2382335930,1712000,73643,DeKalb Community Unit School District 428,Illinois,Elevate K12,"$5,800.00",2024-03-21T12:00:00.000Z
2382335932,1712000,73643,DeKalb Community Unit School District 428,Illinois,Elevate K12,"$5,500.00",2024-03-21T12:00:00.000Z
2439339113,5103000,53710,Portsmouth City Public Schools,Virginia,Proximity Learning,"$260,760.00",2024-03-20T12:00:00.000Z
2858734558,1303930,32742,Newton County School District,Georgia,Proximity Learning,"$25,729.74",2024-03-19T12:00:00.000Z
2858734559,1303930,32742,Newton County School District,Georgia,Proximity Learning,"$47,099.76",2024-03-19T12:00:00.000Z
2435767970,1201320,23,Monroe County School District,Florida,Elevate K12,"$90,150.00",2024-03-18T12:00:00.000Z
2401739730,1732370,73782,Posen-Robbins Elementary School District 143-5,Illinois,Proximity Learning,"$2,520.00",2024-03-18T12:00:00.000Z
2485245777,3410320,75818,Millville City School District,New Jersey,Proximity Learning,"$6,547.50",2024-03-18T12:00:00.000Z
2433187482,3904873,55541,Northridge Local School District (Montgomery County),Ohio,Elevate K12,"$36,660.00",2024-03-15T12:00:00.000Z
2560363717,4817640,234397,Duncanville High School,Texas,Elevate K12,"$237,503.75",2025-01-28T12:00:00.000Z
2676271628,4800041,36014,Eagle Advantage Public Charter School,Texas,Proximity Learning,"$4,200.00",2020-03-31T12:00:00.000Z
2676271641,4800041,36014,Eagle Advantage Public Charter School,Texas,Proximity Learning,"-$4,200.00",2020-03-31T12:00:00.000Z
2460976596,4502580,169586,Erwin Elementary School,South Carolina,Proximity Learning,"$5,256.55",2024-06-06T12:00:00.000Z
2398187995,4502580,69622,Lancaster County School District,South Carolina,Proximity Learning,"$1,299.96",2024-03-14T12:00:00.000Z
2402262871,4823820,78063,Huffman Independent School District,Texas,Proximity Learning,"$4,790.00",2024-03-14T12:00:00.000Z
2434358491,4501530,78000,Chester County School District,South Carolina,Elevate K12,"$147,402.00",2024-03-14T12:00:00.000Z
2460975802,4502580,169586,Erwin Elementary School,South Carolina,Proximity Learning,"$5,256.55",2024-05-17T12:00:00.000Z
2460977340,4502580,169586,Erwin Elementary School,South Carolina,Proximity Learning,"$5,256.55",2024-04-11T12:00:00.000Z
2398187996,4502580,169586,Erwin Elementary School,South Carolina,Proximity Learning,"$5,256.55",2024-03-14T12:00:00.000Z
2398189342,4502580,169586,Erwin Elementary School,South Carolina,Proximity Learning,"$5,256.55",2024-02-15T12:00:00.000Z
2398190302,4502580,169586,Erwin Elementary School,South Carolina,Proximity Learning,"$5,256.55",2024-01-18T12:00:00.000Z
2398191188,4502580,169586,Erwin Elementary School,South Carolina,Proximity Learning,"$5,256.55",2023-12-14T12:00:00.000Z
2394260669,4502580,169586,Erwin Elementary School,South Carolina,Proximity Learning,"$5,256.55",2023-11-17T12:00:00.000Z
2394259848,4502580,169586,Erwin Elementary School,South Carolina,Proximity Learning,"$5,256.52",2023-10-13T12:00:00.000Z
2394260587,4502580,169586,Erwin Elementary School,South Carolina,Proximity Learning,"$4,234.23",2023-09-15T12:00:00.000Z
2375182473,1000054,79370,First State Montessori Academy,Delaware,Proximity Learning,"$1,134.00",2023-05-26T12:00:00.000Z
2679447579,904080,297138,Forbes Elementary School,Connecticut,Proximity Learning,"$53,224.95",2023-09-01T12:00:00.000Z
2252082124,2700157,159914,Foundation Academy Charter School,Minnesota,Elevate K12,"$98,400.00",2023-01-13T12:00:00.000Z
2511153828,3412690,169109,Paterson City School District,New Jersey,Proximity Learning,"$1,709,464.88",2024-03-13T12:00:00.000Z
2463562862,4900720,54499,Ogden School District,Utah,Proximity Learning,"$2,672.00",2024-03-13T12:00:00.000Z
2391477104,4219050,77459,Phoenixville Area School District,Pennsylvania,Proximity Learning,"$30,000.00",2024-03-13T12:00:00.000Z
2394470747,4502310,54151,Greenville County School District,South Carolina,Proximity Learning,"$6,011.62",2024-03-12T12:00:00.000Z
2380356809,1303870,42974,Muscogee County School District,Georgia,Proximity Learning,"$432,568.11",2024-03-11T12:00:00.000Z
2417485093,1718600,73681,Hazel Crest School District 152-5,Illinois,Proximity Learning,"$8,182.86",2024-03-11T12:00:00.000Z
2619053864,2201140,74395,Natchitoches Parish School District,Louisiana,Elevate K12,"$13,870.00",2024-03-08T12:00:00.000Z
2379927823,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$7,560.00",2024-03-08T12:00:00.000Z
2379927819,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$1,260.00",2024-03-08T12:00:00.000Z
2379927825,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$7,560.00",2024-03-08T12:00:00.000Z
2379927814,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$1,260.00",2024-03-08T12:00:00.000Z
2379927822,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$7,560.00",2024-03-08T12:00:00.000Z
2379927826,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$7,560.00",2024-03-08T12:00:00.000Z
2379927821,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$1,260.00",2024-03-08T12:00:00.000Z
2379927820,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$1,260.00",2024-03-08T12:00:00.000Z
2379927816,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$1,260.00",2024-03-08T12:00:00.000Z
2379927817,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$1,260.00",2024-03-08T12:00:00.000Z
2379927818,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$2,520.00",2024-03-08T12:00:00.000Z
2379927824,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$7,560.00",2024-03-08T12:00:00.000Z
2379927815,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$2,520.00",2024-03-08T12:00:00.000Z
2379927813,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$2,520.00",2024-03-08T12:00:00.000Z
2504687273,4827030,78166,Leander Independent School District,Texas,Proximity Learning,"$84,895.12",2024-03-08T12:00:00.000Z
2436743157,3408520,54582,Leonia Borough School District,New Jersey,Proximity Learning,"$10,299.96",2024-03-07T12:00:00.000Z
2405106338,3403300,75740,Clifton City School District,New Jersey,Proximity Learning,"$5,670.00",2024-03-07T12:00:00.000Z
2252081851,2700157,159914,Foundation Academy Charter School,Minnesota,Elevate K12,"$121,100.00",2022-09-01T12:00:00.000Z
2394470648,4502310,54151,Greenville County School District,South Carolina,Proximity Learning,"$9,723.16",2024-03-07T12:00:00.000Z
2413258477,1708100,73762,Lincoln Elementary School District 156,Illinois,Proximity Learning,"$3,207.48",2024-03-05T12:00:00.000Z
2413258474,1708100,73762,Lincoln Elementary School District 156,Illinois,Proximity Learning,"$7,087.50",2024-03-05T12:00:00.000Z
2413258475,1708100,73762,Lincoln Elementary School District 156,Illinois,Proximity Learning,"$1,299.96",2024-03-05T12:00:00.000Z
2413258476,1708100,73762,Lincoln Elementary School District 156,Illinois,Proximity Learning,"$7,087.50",2024-03-05T12:00:00.000Z
2858732553,1303930,32742,Newton County School District,Georgia,Proximity Learning,"$27,141.17",2024-03-04T12:00:00.000Z
2434444816,4502160,69605,Florence School District 2,South Carolina,Elevate K12,"$30,880.00",2024-03-01T12:00:00.000Z
2437478595,3402820,75881,Carteret Borough School District,New Jersey,Proximity Learning,"$12,629.97",2024-03-01T12:00:00.000Z
2394921060,2400270,62785,Charles County Public Schools,Maryland,Proximity Learning,"$76,174.68",2024-03-01T12:00:00.000Z
2444644785,3400009,75890,Somerset Hills Regional School District,New Jersey,Elevate K12,"$52,450.00",2024-03-01T12:00:00.000Z
2382335612,5102160,78392,Lancaster County Public Schools,Virginia,Proximity Learning,"$6,760.00",2024-02-29T12:00:00.000Z
2429658044,4501170,54166,Berkeley County School District,South Carolina,Elevate K12,"$1,837,280.00",2024-02-29T12:00:00.000Z
2705419849,1709930,80403,Chicago Public School District 299,Illinois,Proximity Learning,"$62,398.67",2024-02-28T12:00:00.000Z
2705526604,1709930,80403,Chicago Public School District 299,Illinois,Proximity Learning,"$24,442.67",2024-02-28T12:00:00.000Z
2705665328,1709930,80403,Chicago Public School District 299,Illinois,Proximity Learning,"$40,888.89",2024-02-28T12:00:00.000Z
2485245441,3410320,75818,Millville City School District,New Jersey,Proximity Learning,"$13,095.00",2024-02-26T12:00:00.000Z
2511506562,4816230,56079,Dallas Independent School District,Texas,Proximity Learning,"$4,382.99",2024-02-26T12:00:00.000Z
2471712778,4828890,78423,Manor Independent School District,Texas,Proximity Learning,"$453,988.61",2024-02-23T12:00:00.000Z
2394463942,4502310,54151,Greenville County School District,South Carolina,Proximity Learning,"$15,734.75",2024-02-22T12:00:00.000Z
2434351432,4501530,78000,Chester County School District,South Carolina,Elevate K12,"$147,402.00",2024-02-22T12:00:00.000Z
2412928935,3702970,53578,Charlotte-Mecklenburg Schools,North Carolina,Elevate K12,"$227,715.00",2024-02-22T12:00:00.000Z
2412928936,3702970,53578,Charlotte-Mecklenburg Schools,North Carolina,Elevate K12,"$143,220.00",2024-02-22T12:00:00.000Z
2463561613,4900720,54499,Ogden School District,Utah,Proximity Learning,"$10,371.96",2024-02-22T12:00:00.000Z
2382320632,4502010,54152,Dorchester School District 2,South Carolina,Proximity Learning,"$1,150.05",2024-02-21T12:00:00.000Z
2705662997,1709930,80403,Chicago Public School District 299,Illinois,Proximity Learning,"$25,001.19",2024-02-21T12:00:00.000Z
2417870397,4842510,78498,Texas City Independent School District,Texas,Elevate K12,"$46,720.00",2024-02-20T12:00:00.000Z
2705662244,1709930,80403,Chicago Public School District 299,Illinois,Proximity Learning,"$4,853.36",2024-02-20T12:00:00.000Z
2402262870,4823820,78063,Huffman Independent School District,Texas,Proximity Learning,"$4,790.00",2024-02-19T12:00:00.000Z
2475515685,2700157,159914,Foundation Academy Charter School,Minnesota,Tutored By Teachers,"$756,920.00",2024-09-13T12:00:00.000Z
2376771509,2700157,159914,Foundation Academy Charter School,Minnesota,Tutored By Teachers,"$218,200.00",2024-02-15T12:00:00.000Z
2398640765,4503908,69568,Marion School District 10,South Carolina,Elevate K12,"$771,245.00",2024-02-16T12:00:00.000Z
2004834143,2500052,159196,Foxborough Regional Charter School,Massachusetts,Elevate K12,"$29,000.00",2021-09-23T12:00:00.000Z
2352145326,3701800,207655,G. C. Hawley Middle School,North Carolina,Elevate K12,"$15,832.00",2023-04-25T12:00:00.000Z
2352145036,3701800,207655,G. C. Hawley Middle School,North Carolina,Elevate K12,"$8,280.00",2023-03-28T12:00:00.000Z
2223381981,3701800,207661,Granville Central High School,North Carolina,Elevate K12,"$54,120.00",2023-03-02T12:00:00.000Z
2814308730,4823640,166745,Gregory-Lincoln Education Center,Texas,Elevate K12,"$14,310.00",2018-05-22T12:00:00.000Z
2814283067,4823640,166745,Gregory-Lincoln Education Center,Texas,Elevate K12,"$9,740.00",2018-04-24T12:00:00.000Z
2814280173,4823640,166745,Gregory-Lincoln Education Center,Texas,Elevate K12,"$22,400.00",2018-04-20T12:00:00.000Z
2814351229,4823640,166749,Gross (Jenard M.) Elementary,Texas,Elevate K12,"$8,640.00",2018-06-27T12:00:00.000Z
2398189347,4502580,69622,Lancaster County School District,South Carolina,Proximity Learning,"$5,849.82",2024-02-15T12:00:00.000Z
2814146155,4823640,166749,Gross (Jenard M.) Elementary,Texas,Elevate K12,"$5,664.00",2017-10-26T12:00:00.000Z
2489931358,4503660,213262,H.E. McCracken Middle School,South Carolina,Proximity Learning,"$4,818.32",2024-07-26T12:00:00.000Z
2385076858,4501440,54135,Charleston County School District,South Carolina,Proximity Learning,"$9,625.39",2024-02-15T12:00:00.000Z
2401706685,1732370,73782,Posen-Robbins Elementary School District 143-5,Illinois,Proximity Learning,"$2,520.00",2024-02-14T12:00:00.000Z
2420625951,1304380,42972,Richmond County School District,Georgia,Proximity Learning,"$12,179.94",2024-02-14T12:00:00.000Z
2436743156,3408520,54582,Leonia Borough School District,New Jersey,Proximity Learning,"$27,199.96",2024-02-14T12:00:00.000Z
2439337904,5103000,53710,Portsmouth City Public Schools,Virginia,Proximity Learning,"$800,000.00",2024-02-14T12:00:00.000Z
2393092657,2007950,74465,Kansas City Unified School District 500,Kansas,Proximity Learning,"$482,110.40",2024-02-13T12:00:00.000Z
2380339858,3680580,54356,Onondaga-Cortland-Madison Board of Cooperative Educational Services,New York,Proximity Learning,"$13,599.98",2024-02-11T12:00:00.000Z
2440812207,2009930,105079,Ness City Unified School District 303,Kansas,Elevate K12,"$24,830.00",2024-02-09T12:00:00.000Z
2814341634,4800264,162308,Kipp Texas Public Schools,Texas,Proximity Learning,"$159,836.75",2024-02-09T12:00:00.000Z
2417389533,3904659,55558,Richmond Heights Local School District,Ohio,Proximity Learning,"$6,060.00",2024-02-08T12:00:00.000Z
2394463581,4502310,54151,Greenville County School District,South Carolina,Proximity Learning,"$6,011.62",2024-02-08T12:00:00.000Z
2420625447,1304380,42972,Richmond County School District,Georgia,Proximity Learning,"$9,719.94",2024-02-08T12:00:00.000Z
2402262869,4823820,78063,Huffman Independent School District,Texas,Proximity Learning,"$4,790.00",2024-02-08T12:00:00.000Z
2420625346,1304380,42972,Richmond County School District,Georgia,Proximity Learning,"$22,679.86",2024-02-07T12:00:00.000Z
2398317301,4502100,54167,Fairfield County School District,South Carolina,Proximity Learning,"$3,575.61",2024-02-02T12:00:00.000Z
2428100552,3702010,53682,Harnett County Schools,North Carolina,Elevate K12,"$89,520.00",2024-02-01T12:00:00.000Z
2455074095,1201920,63,Volusia County Schools,Florida,Proximity Learning,"$8,929.98",2024-02-01T12:00:00.000Z
2374847559,5102160,78392,Lancaster County Public Schools,Virginia,Proximity Learning,"$6,760.00",2024-01-31T12:00:00.000Z
2402341075,1721300,102544,Hiawatha Community Unit School District 426,Illinois,Elevate K12,"$29,450.00",2024-01-29T12:00:00.000Z
2393090975,2007950,74465,Kansas City Unified School District 500,Kansas,Proximity Learning,"$399,470.47",2024-01-29T12:00:00.000Z
2858729908,1303930,32742,Newton County School District,Georgia,Proximity Learning,"$45,325.00",2024-01-28T12:00:00.000Z
2858729909,1303930,32742,Newton County School District,Georgia,Proximity Learning,"$28,552.60",2024-01-28T12:00:00.000Z
2557947559,5103130,32951,Prince William County Public Schools,Virginia,Proximity Learning,"$45,724.95",2024-01-26T12:00:00.000Z
2420624292,1304380,42972,Richmond County School District,Georgia,Proximity Learning,"$14,737.44",2024-01-25T12:00:00.000Z
2420624281,1304380,42972,Richmond County School District,Georgia,Proximity Learning,"$12,787.50",2024-01-25T12:00:00.000Z
2368827366,4828890,78423,Manor Independent School District,Texas,Proximity Learning,"$300,000.00",2024-01-25T12:00:00.000Z
2367908970,4502010,54152,Dorchester School District 2,South Carolina,Proximity Learning,"$2,475.04",2024-01-24T12:00:00.000Z
2394281288,4502310,54151,Greenville County School District,South Carolina,Proximity Learning,"$25,346.43",2024-01-23T12:00:00.000Z
2402262868,4823820,78063,Huffman Independent School District,Texas,Proximity Learning,"$4,790.00",2024-01-22T12:00:00.000Z
2718858751,3412260,55059,River Dell Regional School District,New Jersey,Proximity Learning,"$8,741.26",2024-01-22T12:00:00.000Z
2489926063,4503660,213262,H.E. McCracken Middle School,South Carolina,Proximity Learning,"$4,818.32",2024-06-07T12:00:00.000Z
2435402380,4503660,213262,H.E. McCracken Middle School,South Carolina,Proximity Learning,"$4,818.32",2024-03-15T12:00:00.000Z
2435493298,4503660,213262,H.E. McCracken Middle School,South Carolina,Proximity Learning,"$6,118.28",2024-02-16T12:00:00.000Z
2440809987,4503912,172196,Hampton County School District,South Carolina,Elevate K12,"$26,000.00",2022-04-29T12:00:00.000Z
2440801404,4503912,172196,Hampton County School District,South Carolina,Elevate K12,"$28,500.00",2022-02-11T12:00:00.000Z
2440806882,4503912,172196,Hampton County School District,South Carolina,Elevate K12,"$151,500.00",2022-01-27T12:00:00.000Z
2440807504,4503912,172196,Hampton County School District,South Carolina,Elevate K12,"$154,000.00",2021-12-09T12:00:00.000Z
2039712557,3601003,160171,Hebrew Language Academy,New York,Tutored By Teachers,"$29,522.00",2022-07-29T12:00:00.000Z
2580732769,4501100,213261,Hilton Head Island Early Childhood Center,South Carolina,Proximity Learning,"$6,487.50",2025-01-03T12:00:00.000Z
2580722007,4501100,213261,Hilton Head Island Early Childhood Center,South Carolina,Proximity Learning,"$20,595.25",2024-12-06T12:00:00.000Z
2394281175,4502310,54151,Greenville County School District,South Carolina,Proximity Learning,"$7,311.61",2024-01-18T12:00:00.000Z
2394281060,4502310,54151,Greenville County School District,South Carolina,Proximity Learning,"$14,623.17",2024-01-16T12:00:00.000Z
2504686180,4827030,78166,Leander Independent School District,Texas,Proximity Learning,"$2,800.00",2024-01-16T12:00:00.000Z
2504686125,4827030,78166,Leander Independent School District,Texas,Proximity Learning,"$84,895.12",2024-01-12T12:00:00.000Z
2608682879,0406250,72478,Peoria Unified School District,Arizona,Elevate K12,"$504,000.00",2024-01-12T12:00:00.000Z
2398316113,4502100,54167,Fairfield County School District,South Carolina,Proximity Learning,"$15,758.11",2024-01-12T12:00:00.000Z
2413258400,1708100,73762,Lincoln Elementary School District 156,Illinois,Proximity Learning,"$3,949.94",2024-01-12T12:00:00.000Z
2413258399,1708100,73762,Lincoln Elementary School District 156,Illinois,Proximity Learning,"$8,620.00",2024-01-12T12:00:00.000Z
2511149178,3412690,169109,Paterson City School District,New Jersey,Proximity Learning,"$754,694.00",2024-01-11T12:00:00.000Z
2401755235,1732370,73782,Posen-Robbins Elementary School District 143-5,Illinois,Proximity Learning,"$2,520.00",2024-01-11T12:00:00.000Z
2366730620,4501560,54165,Chesterfield County School District,South Carolina,Elevate K12,"$20,145.00",2024-01-10T12:00:00.000Z
2374439432,3704920,53799,Whiteville City Schools,North Carolina,Elevate K12,"$28,502.25",2024-01-10T12:00:00.000Z
2420622950,1304380,42972,Richmond County School District,Georgia,Proximity Learning,"$14,927.48",2024-01-10T12:00:00.000Z
2420622931,1304380,42972,Richmond County School District,Georgia,Proximity Learning,"$7,770.00",2024-01-10T12:00:00.000Z
2705634707,1709930,80403,Chicago Public School District 299,Illinois,Proximity Learning,"$34,723.88",2024-01-10T12:00:00.000Z
2417485092,1718600,73681,Hazel Crest School District 152-5,Illinois,Proximity Learning,"$8,182.86",2024-01-09T12:00:00.000Z
2705634284,1709930,80403,Chicago Public School District 299,Illinois,Proximity Learning,"$5,843.19",2024-01-09T12:00:00.000Z
2412925474,3702970,53578,Charlotte-Mecklenburg Schools,North Carolina,Elevate K12,"$78,452.00",2024-01-08T12:00:00.000Z
2580714058,4501100,213261,Hilton Head Island Early Childhood Center,South Carolina,Proximity Learning,"$49,104.51",2024-11-22T12:00:00.000Z
2580714053,4501100,213261,Hilton Head Island Early Childhood Center,South Carolina,Proximity Learning,"$6,547.80",2024-11-08T12:00:00.000Z
2650724713,4501100,213260,Hilton Head Island Elementary School,South Carolina,Proximity Learning,"$182,713.11",2025-04-18T12:00:00.000Z
2814352048,4823370,166695,Holland Middle School,Texas,Elevate K12,"$16,200.00",2018-06-28T12:00:00.000Z
2437478358,3402820,75881,Carteret Borough School District,New Jersey,Proximity Learning,"$5,504.99",2024-01-01T12:00:00.000Z
2360803948,5102160,78392,Lancaster County Public Schools,Virginia,Proximity Learning,"$6,760.00",2023-12-31T12:00:00.000Z
2342543738,1736900,73849,Sparta Community Unit School District 140,Illinois,Elevate K12,"$60,060.00",2023-12-29T12:00:00.000Z
2705629133,1709930,80403,Chicago Public School District 299,Illinois,Proximity Learning,"$33,797.91",2023-12-21T12:00:00.000Z
2566695598,0200180,39641,Anchorage School District,Alaska,Elevate K12,"$58,360.00",2023-12-20T12:00:00.000Z
2705627808,1709930,80403,Chicago Public School District 299,Illinois,Proximity Learning,"$6,386.00",2023-12-20T12:00:00.000Z
2367902764,4501530,78000,Chester County School District,South Carolina,Elevate K12,"$259,600.00",2023-12-20T12:00:00.000Z
2500956071,3702370,53694,Johnston County Schools,North Carolina,Elevate K12,"$503,380.00",2023-12-19T12:00:00.000Z
2705625914,1709930,80403,Chicago Public School District 299,Illinois,Proximity Learning,"$20,669.57",2023-12-19T12:00:00.000Z
2705626000,1709930,80403,Chicago Public School District 299,Illinois,Proximity Learning,"$42,594.62",2023-12-19T12:00:00.000Z
2705626010,1709930,80403,Chicago Public School District 299,Illinois,Proximity Learning,"$43,089.54",2023-12-19T12:00:00.000Z
2449061515,3408310,107610,Lavallette Borough School District,New Jersey,Proximity Learning,"$19,279.96",2023-12-19T12:00:00.000Z
2379760969,5515720,57520,Waterloo School District,Wisconsin,Elevate K12,"$17,460.00",2023-12-18T12:00:00.000Z
2705622038,1709930,80403,Chicago Public School District 299,Illinois,Proximity Learning,"$2,043.52",2023-12-18T12:00:00.000Z
2420621876,1304380,42972,Richmond County School District,Georgia,Proximity Learning,"$9,719.94",2023-12-15T12:00:00.000Z
2349271477,1743860,73913,Zion Elementary School District 6,Illinois,Proximity Learning,"$1,260.00",2023-12-15T12:00:00.000Z
