"leaid","name","state_location","city_location","Official Domain JSON","Website","Job Board JSON","Job Board","External Platform"
"0500044","Magnolia School District","AR","MAGNOLIA","Response","magnoliaschools.net","Response","https://magnolia.tedk12.com/hire/Index.aspx","PowerSchool Applicant Tracking"
"0512960","Stuttgart School District","AR","STUTTGART","Response","stuttgartschools.org","Response","http://stuttgart.schoolspring.com","SchoolSpring"
"0513080","Greene County Technical School District","AR","PARAGOULD","Response","gctsd.k12.ar.us","Response","https://gctsd.tedk12.com/hire/index.aspx","Tedk12"
"0513110","Texarkana School District","AR","TEXARKANA","Response","tasd7.net","Response","https://tasd7.schoolspring.com/","SchoolSpring"
"0513230","Jackson County School District","AR","TUCKERMAN","Response","bulldogs.k12.ar.us","Response","https://www.applitrack.com/jcsd/onlineapp/","Frontline"
"0511220","Parkers Chapel School District","AR","EL DORADO","Response","parkerschapelschool.com","Response","https://www.k12jobspot.com/District/18210/Jobs","K12JobSpot"
"0511340","Perryville School District","AR","PERRYVILLE","Response","perryvilleschool.org","Response","https://www.perryvilleschool.org/job-listings",
"0511370","Piggott School District","AR","PIGGOTT","Response","piggottschools.net","Response","https://www.piggottschools.net/article/2672283",
"0621150","Laton Joint Unified School District","CA","Laton","Response","latonunified.org","Response","https://www.edjoin.org/lusd","EDJOIN"
"0514020","Westside School District","AR","HARTMAN","Response","westsideschools.org","Response","https://westsideschools.tedk12.com/hire/index.aspx","PowerSchool"
"0514040","West Side School District","AR","GREERS FERRY","Response","westsideeagles.org","Response","https://westsideschools.tedk12.com/hire/index.aspx","PowerSchool Applicant Tracking"
"0514140","White Hall School District","AR","WHITE HALL","Response","whitehallsd.org","Response","https://www.applitrack.com/whitehallsd/onlineapp/default.aspx","Frontline"
"0600009","Cuyama Joint Unified School District","CA","Cuyama","Response","cuyamaunified.org","Response","https://www.edjoin.org/cuyamaunified","EdJoin"
"0600040","Riverdale Joint Unified School District","CA","Riverdale","Response","rjusd.org","Response","https://www.edjoin.org/rjusd","EdJoin"
"0600042","Warner Unified School District","CA","Warner Springs","Response","warnerusd.net","Response","https://www.edjoin.org/warnerusd","EdJoin"
"0622650","Los Altos Elementary School District","CA","Los Altos","Response","lasdschools.org","Response","https://www.edjoin.org/lasdschools","EdJoin"
"0601423","Exeter Unified School District","CA","Exeter","Response","exeter.k12.ca.us","Response","https://www.edjoin.org/exeterunified","EdJoin"
"0604740","Berkeley Unified School District","CA","Berkeley","Response","berkeleyschools.net","Response","https://www.edjoin.org/berkeley","edjoin.org"
"0604830","Beverly Hills Unified School District","CA","Beverly Hills","Response","bhusd.org","Response","https://www.edjoin.org/bhusd","EdJoin"
"0603600","Azusa Unified School District","CA","Azusa","Response","azusa.org","Response","https://www.edjoin.org/azusausd","edjoin.org"
"0605610","Bonita Unified School District","CA","San Dimas","Response","do.bonita.k12.ca.us","Response","https://www.edjoin.org/bonitak12","Edjoin"
"0609300","Colfax Elementary School District","CA","Colfax","Response","colfax.k12.ca.us","Response","https://www.edjoin.org/colfaxk12","EdJoin"
"0609390","Colton Joint Unified School District","CA","Colton","Response","cjusd.net","Response","https://www.edjoin.org/colton","EdJoin"
"0607500","Carlsbad Unified School District","CA","Carlsbad","Response","carlsbadusd.net","Response","https://www.edjoin.org/carlsbadusd","EdJoin"
"0607560","Carpinteria Unified School District","CA","Carpinteria","Response","cusd.net","Response","http://www.edjoin.org/carpinteriaUSD","EdJoin"
"0611100","Desert Center Unified School District","CA","Desert Center","Response","dcusd.schoolblocks.com","Response","https://www.edjoin.org/dcu","EdJoin"
"0611550","Ducor Union Elementary School District","CA","Ducor","Response","ducor.k12.ca.us","Response","https://www.edjoin.org/ducorschool","EDJOIN"
"0607970","Central Unified School District","CA","Fresno","Response","centralunified.org","Response","https://www.edjoin.org/CENTRALUSD","EdJoin"
"0610740","Del Mar Union Elementary School District","CA","San Diego","Response","dmusd.org","Response","https://delmarunion.tedk12.com/hire/index.aspx","PowerSchool Applicant Tracking"
"0611610","Dunham Elementary School District","CA","Petaluma","Response","dunhamsd.org","Response","https://www.edjoin.org/Home/JobDescriptions?id=918&jobType=Classified%20&postingID=2173487","EDJOIN"
"0611760","Earlimart Elementary School District","CA","Earlimart","Response","earlimart.org","Response","https://www.edjoin.org/earlimart","EDJOIN"
"0611940","Edison Elementary School District","CA","Bakersfield","Response","edison.k12.ca.us","Response","https://www.edjoin.org/edison","EDJOIN"
"0617490","Hope Elementary School District","CA","Santa Barbara","Response","hopeschooldistrict.org","Response","https://www.edjoin.org/hopesdk6","EdJoin"
"0614820","Galt Joint Union High School District","CA","Galt","Response","ghsd.k12.ca.us","Response","https://www.edjoin.org/ghsd","EDJOIN"
"0614880","Garden Grove Unified School District","CA","Garden Grove","Response","ggusd.us","Response","https://www.edjoin.org/GardenGroveusd","EdJoin"
"0618780","Janesville Union Elementary School District","CA","Janesville","Response","janesvilleschool.org","Response","https://www.edjoin.org/janesvilleschool","EDJOIN"
"0618810","Jefferson Elementary School District","CA","Paicines","Response","jsd.k12.ca.us","Response","https://www.edjoin.org/jefferson","EdJoin"
"0618870","Jefferson Elementary School District","CA","Daly City","Response","jsd.k12.ca.us","Response","https://www.edjoin.org/jsddalycity","EdJoin"
"0616050","Greenfield Union School District","CA","Bakersfield","Response","gfusd.net","Response","https://www.applitrack.com/gfusd/onlineapp/","Frontline"
"0616500","Hanford Joint Union High School District","CA","Hanford","Response","hjuhsd.k12.ca.us","Response","https://www.edjoin.org/hjuhsd","EdJoin"
"2801220","Copiah County School District","MS","Hazlehurst","Response","copiah.ms","Response","https://ms1500.activeapplicant.net/","ActiveApplicant"
"2801260","Corinth School District","MS","Corinth","Response","corinth.k12.ms.us","Response","https://www.corinth.k12.ms.us/about-us/careers",
"0616680","Hawthorne Elementary School District","CA","Hawthorne","Response","hawthornesd.org","Response","https://www.edjoin.org/hsd","EdJoin"
"0617620","Hornbrook Elementary School District","CA","Hornbrook","Response","hornbrookschool.org","Response","https://www.edjoin.org/hornbrookschool","EDJOIN"
"0624330","McKittrick Elementary School District","CA","McKittrick","Response","mckittrickschool.org","Response","https://www.edjoin.org/McKittrickElementary","EDJOIN"
"0624360","McSwain Union Elementary School District","CA","Merced","Response","mcswain.k12.ca.us","Response","https://www.edjoin.org/McSwainUnion","EdJoin.org"
"0626070","Mountain Elementary School District","CA","Soquel","Response","mountainesd.org","Response","https://edjoin.org/mountainesd","EdJoin"
"0624500","Milpitas Unified School District","CA","Milpitas","Response","musd.org","Response","",
"0624540","Menifee Union School District","CA","Menifee","Response","menifeeusd.org","Response","https://menifeeusd.tedk12.com/hire/index.aspx","PowerSchool Applicant Tracking"
"0625380","Montague Elementary School District","CA","Montague","Response","montagueschools.net","Response","https://www.edjoin.org/montague","Edjoin.org"
"0625410","Monte Rio Union Elementary School District","CA","Monte Rio","Response","monterioschool.org","Response","https://www.edjoin.org/monteriousd","EDJOIN"
"0621930","Little Lake City Elementary School District","CA","Santa Fe Springs","Response","llcsd.net","Response","https://www.edjoin.org/llcsd","edjoin.org"
"0622320","Loleta Union Elementary School District","CA","Loleta","Response","loletaschool.org","Response","https://www.edjoin.org/LoletaUnion","EdJoin"
"0622350","Loma Prieta Joint Union Elementary School District","CA","Los Gatos","Response","loma.k12.ca.us","Response","https://www.edjoin.org/lomaprieta","EDJOIN"
"0622380","Las Lomitas Elementary School District","CA","Menlo Park","Response","llesd.org","Response","https://www.edjoin.org/llesd","ED-JOIN"
"2400660","Washington County Public Schools","MD","Hagerstown","Response","wcpsmd.com","Response","https://www.applitrack.com/wcps/onlineapp/default.aspx?all=1","Frontline"
"2400690","Wicomico County Public Schools","MD","Salisbury","Response","wicomicoschools.org","Response","https://wicomico.schoolspring.com/","SchoolSpring"
"2400720","Worcester County Public Schools","MD","Newark","Response","worcesterk12.org","Response","https://worcestermd.tedk12.com/hire/index.aspx","PowerSchool/TalentEd (TEDk12)"
"2500001","Quabbin School District","MA","Barre","Response","qrsd.org","Response","https://employer.schoolspring.com/jobs/?employer=10626","SchoolSpring"
"2500002","Spencer-East Brookfield School District","MA","Spencer","Response","sebrsd.org","Response","https://www.schoolspring.com/jobs","SchoolSpring"
"0630630","Pixley Union Elementary School District","CA","Pixley","Response","pixley.k12.ca.us","Response","https://www.edjoin.org/pixley","EDJOIN"
"0625130","Modesto City Elementary School District","CA","Modesto","Response","mcs4kids.com","Response","https://www.edjoin.org/MCS4Kids","EdJoin"
"0626190","Mountain View Elementary School District","CA","El Monte","Response","mtnview.k12.ca.us","Response","https://www.edjoin.org/mtnviewsd","EdJoin"
"0626670","National Elementary School District","CA","National City","Response","nsd.us","Response","https://www.edjoin.org/nsd","EDJOIN"
"0626760","Needles Unified School District","CA","Needles","Response","needlesusd.org","Response","https://www.edjoin.org/needlesusd","EdJoin"
"0626820","Nevada City Elementary School District","CA","Nevada City","Response","ncsd.school","Response","https://www.edjoin.org/ncsdk12","Edjoin"
"0635040","San Pasqual Union Elementary School District","CA","Escondido","Response","sanpasqualunion.net","Response","https://www.edjoin.org/sanpasqualunion","EdJoin"
"0635070","San Pasqual Valley Unified School District","CA","Winterhaven","Response","spvusd.org","Response","https://www.edjoin.org/SPVUSD","EdJoin"
"0635090","San Rafael City Elementary School District","CA","San Rafael","Response","srcs.org","Response","https://www.applitrack.com/srcs/onlineapp/","AppliTrack"
"0633390","Romoland Elementary School District","CA","Homeland","Response","romoland.net","Response","https://www.edjoin.org/romoland","EdJoin"
"0635700","Santa Monica-Malibu Unified School District","CA","Santa Monica","Response","smmusd.org","Response","https://www.edjoin.org/smmusd","Edjoin"
"0628470","Ontario-Montclair School District","CA","Ontario","Response","omsd.net","Response","https://www.edjoin.org/omsd","Edjoin.org"
"3904405","Geneva Area City School District","OH","Geneva","Response","genevaschools.org","Response","https://www.applitrack.com/genevaschools/onlineapp/","Frontline"
"4005760","Buffalo Public Schools","OK","Buffalo","Response","buffalo.k12.ok.us","Response","https://buffaloschools.applicantstack.com/x/openings","ApplicantStack"
"0628650","Orange Unified School District","CA","Orange","Response","orangeusd.org","Response","https://www.edjoin.org/OrangeUSD","EdJoin"
"2505880","Harvard School District","MA","Harvard","Response","psharvard.org","Response","https://www.schoolspring.com/","SchoolSpring"
"0636240","Seiad Elementary School District","CA","Seiad Valley","Response","seiad.k12.ca.us","Response","https://seiad.k12.ca.us/job-opportunities/",
"0637350","South Bay Union Elementary School District","CA","Eureka","Response","southbayusd.org","Response","https://www.applitrack.com/sbusd/onlineapp/","Frontline"
"0637530","South San Francisco Unified School District","CA","South San Francisco","Response","ssfusd.org","Response","https://www.edjoin.org/southsanfrancisco","EdJoin"
"0638220","Sulphur Springs Union Elementary School District","CA","Canyon Country","Response","sssd.k12.ca.us","Response","https://www.edjoin.org/ssusd","EdJoin"
"0638250","Summerville Elementary School District","CA","Tuolumne","Response","sumel.k12.ca.us","Response","https://www.edjoin.org/SummervilleElementary","EdJoin"
"0638280","Summerville Union High School District","CA","Tuolumne","Response","summbears.net","Response","https://www.edjoin.org/summbears","EdJoin"
"0638520","Surprise Valley Joint Unified School District","CA","Cedarville","Response","svjusd.org","Response","https://www.edjoin.org/svjusd","EDJOIN"
"0638550","Susanville Elementary School District","CA","Susanville","Response","susanvillesd.org","Response","https://www.edjoin.org/susanvillesd","EdJoin"
"0639420","Torrance Unified School District","CA","Torrance","Response","tusd.org","Response","https://www.edjoin.org/TorranceUSD","edjoin.org"
"0639600","Traver Joint Elementary School District","CA","Traver","Response","travermustangs.com","Response","https://www.edjoin.org/traversd","EdJoin"
"0642180","Westmorland Union Elementary School District","CA","Westmorland","Response","wued.org","Response","https://www.edjoin.org/westmorlanduesd","EDJOIN"
"4209960","Fort Cherry School District","PA","Mc Donald","Response","fortcherry.org","Response","https://www.fortcherry.org/EmploymentOpportunities.aspx",
"4503908","Marion School District 10","SC","Marion","Response","marion.k12.sc.us","Response","https://www.applitrack.com/marion/onlineapp/default.aspx","Frontline"
"0635250","Sanger Unified School District","CA","Sanger","Response","sanger.k12.ca.us","Response","https://www.edjoin.org/sangerusd","EdJoin"
"0635310","Santa Ana Unified School District","CA","Santa Ana","Response","sausd.us","Response","https://www.edjoin.org/sausd","EdJoin"
"0635430","Santa Clara Unified School District","CA","Santa Clara","Response","santaclarausd.org","Response","https://www.edjoin.org/santaclarausd","EdJoin"
"0803450","Douglas County School District RE-1","CO","CASTLE ROCK","Response","dcsdk12.org","Response","https://dcsd.wd5.myworkdayjobs.com/DCSD","Workday"
"0803480","Durango School District 9-R","CO","DURANGO","Response","durangoschools.org","Response","https://durango.tedk12.com/hire/index.aspx","PowerSchool"
"0636270","Selma Unified School District","CA","Selma","Response","selmausd.org","Response","https://www.edjoin.org/selmausd","EdJoin"
"0637380","South Bay Union School District","CA","Imperial Beach","Response","sbusd.org","Response","https://www.applitrack.com/sbusd/onlineapp/","Frontline"
"0637470","South Fork Union School District","CA","Weldon","Response","southforkschool.org","Response","https://www.edjoin.org/southforkschool","EdJoin"
"0802610","Brush School District RE-2J","CO","BRUSH","Response","brushschools.org","Response","https://www.applitrack.com/brush/onlineapp/","AppliTrack"
"0803720","Elizabeth School District","CO","ELIZABETH","Response","elizabethschooldistrict.org","Response","https://www.elizabethschooldistrict.org/departments/human-resources/employment-opportunities",
"0803870","School District 49","CO","PEYTON","Response","d49.org","Response","https://www.applitrack.com/d49/onlineapp/default.aspx","AppliTrack"
"0803960","Fremont RE-2","CO","FLORENCE","Response","re-2.org","Response","https://www.applitrack.com/fremontre2/onlineapp/","AppliTrack"
"4210110","North Schuylkill School District","PA","Ashland","Response","northschuylkill.net","Response","https://www.northschuylkill.net/employment.html",
"4210115","North Star School District","PA","Boswell","Response","nscougars.com","Response","https://www.nscougars.com/apps/pages/index.jsp?uREC_ID=1128482&type=d&pREC_ID=1399232",
"0803990","Poudre School District R-1","CO","FORT COLLINS","Response","psdschools.org","Response","https://psdschools.schoolspring.com/","SchoolSpring"
"0639840","Trona Joint Unified School District","CA","Trona","Response","tjusd.net","Response","https://www.edjoin.org/tjusd","edjoin.org"
"0639870","Tulare City Elementary School District","CA","Tulare","Response","tcsdk8.org","Response","https://www.edjoin.org/tcsdk8","Edjoin"
"0641160","Visalia Unified School District","CA","Visalia","Response","vusd.org","Response","https://www.edjoin.org/vusd","EdJoin"
"0641190","Vista Unified School District","CA","Vista","Response","vistausd.org","Response","https://www.edjoin.org/vistausd","EdJoin"
"0641220","Vista del Mar Union Elementary School District","CA","Gaviota","Response","vdmusd.org","Response","https://www.edjoin.org/vistadelmarunion","EdJoin"
"0641250","Walnut Creek Elementary School District","CA","Walnut Creek","Response","walnutcreeksd.org","Response","https://www.edjoin.org/walnutcreeksd","EdJoin"
"0641280","Walnut Valley Unified School District","CA","Walnut","Response","wvusd.org","Response","https://www.edjoin.org/wvusd","Edjoin.org"
"0806810","Summit School District RE-1","CO","FRISCO","Response","summitk12.org","Response","https://summitsd.tedk12.com/hire/index.aspx","TEDK12"
"0806870","Telluride School District R-1","CO","TELLURIDE","Response","tellurideschool.org","Response","https://www.applitrack.com/tellurideschool/onlineapp/default.aspx","Frontline"
"0806900","Adams 12 Five Star Schools","CO","THORNTON","Response","adams12.org","Response","https://www.applitrack.com/adams12/onlineapp/","Frontline"
"0807230","Westminster Public School District","CO","WESTMINSTER","Response","wps.org","Response","https://www.applitrack.com/adams50/onlineapp/default.aspx","AppliTrack"
"0900090","Ashford School District","CT","Ashford","Response","ashfordct.org","Response","https://www.applitrack.com/ashfordct/onlineapp/","Frontline"
"0684500","Irvine Unified School District","CA","Irvine","Response","iusd.org","Response","https://edjoin.org/iusd","EdJoin"
"0803210","Crowley County School District RE-1-J","CO","ORDWAY","Response","cck12.net","Response","https://cck12.schoolspring.com/","SchoolSpring"
"0803750","Ellicott School District 22","CO","ELLICOTT","Response","ellicottschools.org","Response","https://www.applitrack.com/ellicott/onlineapp/","AppliTrack"
"0804500","Hanover School District 28","CO","COLORADO SPRINGS","Response","hanoverhornets.org","Response","",
"0804530","Harrison School District 2","CO","COLORADO SPRINGS","Response","hsd2.org","Response","https://www.applitrack.com/hsd2/onlineapp/default.aspx","AppliTrack"
"0901800","Guilford School District","CT","Guilford","Response","guilfordps.org","Response","https://www.applitrack.com/guilford/onlineapp/jobpostings/view.asp?all=1","AppliTrack"
"0901860","Hamden School District","CT","Hamden","Response","hamden.org","Response","https://www.applitrack.com/hamden/onlineapp/default.aspx","AppliTrack"
"0902070","Killingly School District","CT","Danielson","Response","killinglyschools.org","Response","https://www.applitrack.com/killingly/onlineapp/","AppliTrack"
"0902130","Lebanon School District","CT","Lebanon","Response","lebanonct.org","Response","https://www.applitrack.com/lebanonct/onlineapp/","Frontline"
"0805640","Buffalo School District RE-4","CO","MERINO","Response","merino.k12.co.us","Response","https://www.merino.k12.co.us/district_office_information/job_opportunities/current_vacancies",
"0805670","Miami-Yoder School District 60-JT","CO","RUSH","Response","miamiyoder.com","Response","https://phl.applitrack.com/miamiyoder/onlineapp/","AppliTrack"
"0805700","Moffat School District 2","CO","MOFFAT","Response","moffatschools.org","Response","https://www.applitrack.com/scboces/onlineapp/default.aspx?AppliTrackPostingSearch=all&AppliTrackZipCode=81143&AppliTrackZipRadius=0","Frontline"
"0806060","Peyton School District 23-JT","CO","PEYTON","Response","peyton.k12.co.us","Response","https://www.peyton.k12.co.us/page/employment",
"0902790","New Haven School District","CT","New Haven","Response","nhps.net","Response","https://www.applitrack.com/nhps/onlineapp/default.aspx","AppliTrack"
"0806930","Plainview School District RE-2","CO","SHERIDAN LAKE","Response","plainviewhawks.org","Response","https://plainviewhawks.org/en-US/employment-opportunities-8fdbf498",
"0807260","Primero Reorganized School District 2","CO","WESTON","Response","primeroschool.org","Response","https://www.applitrack.com/scboces/onlineapp/default.aspx?AppliTrackPostingSearch=location:%22Primero+School+District%22","AppliTrack"
"0807320","Wiley School District RE-13-JT","CO","WILEY","Response","wileyschool.org","Response","https://www.k12jobspot.com/School/18170/Jobs","K12JobSpot"
"0900005","Regional High School District 19","CT","Storrs","Response","eosmith.org","Response","https://www.applitrack.com/eosmith/onlineapp/default.aspx","Frontline"
"0903515","Regional School District 06","CT","Litchfield","Response","litchfieldschools.org","Response","https://www.applitrack.com/litchfieldschools/onlineapp/default.aspx","Applitrack"
"0903520","Regional School District 10","CT","Burlington","Response","region10ct.org","Response","https://www.applitrack.com/region10ct/onlineapp/default.aspx","Frontline"
"0903530","Regional School District 12","CT","Washington Depot","Response","region-12.org","Response","https://www.applitrack.com/rsd12/onlineapp/default.aspx","Frontline"
"0903536","Regional School District 14","CT","Woodbury","Response","ctreg14.org","Response","https://www.applitrack.com/ctreg14/onlineapp/default.aspx?all=1","Frontline"
"2632820","St. Johns Public Schools","MI","SAINT JOHNS","Response","sjredwings.org","Response","https://skyward.iscorp.com/scripts/wsisa.dll/WService=wsfinstjohnsmi/rapplmnu03.w","Skyward"
"0900990","Cromwell School District","CT","Cromwell","Response","cromwell.k12.ct.us","Response","https://jobs.redroverk12.com/org/cpshr","Red Rover K12"
"1305250","Union County School District","GA","Blairsville","Response","ucschools.org","Response","https://ats4.atenterprise.powerschool.com/ats/app_login?COMPANY_ID=WA001529","PowerSchool"
"0902520","Milford School District","CT","Milford","Response","milforded.org","Response","https://www.applitrack.com/milfordedct/onlineapp/default.aspx","AppliTrack"
"0902550","Monroe School District","CT","Monroe","Response","monroeps.org","Response","https://www.applitrack.com/monroect/onlineapp/default.aspx?all=1","AppliTrack"
"2607320","Bullock Creek School District","MI","MIDLAND","Response","bcreek.k12.mi.us","Response","https://www.bcreek.org/page/job-postings",
"2700383","Morris Area Public Schools","MN","MORRIS","Response","morris.k12.mn.us","Response","https://jobs.redroverk12.com/org/2358","RedRover"
"2700385","Red Lake County Central Public Schools","MN","OKLEE","Response","rlcc2906.org","Response","",
"2700388","Round Lake-Brewster Public Schools","MN","BREWSTER","Response","rlb.mntm.org","Response","https://www.rlb.mntm.org/page/employment-opportunities",
"1701390","Flanagan-Cornell District 74","IL","Flanagan","Response","fc74.org","Response","https://www.applitrack.com/iasb/OnlineApp/JobPostings/view.asp?category=Administration&AppliTrackJobId=503&AppliTrackLayoutMode=detail&AppliTrackViewPosting=1","AppliTrack"
"0903600","Regional High School District 01","CT","Falls Village","Response","region1schools.org","Response","https://www.applitrack.com/region1/onlineapp/default.aspx","AppliTrack"
"1705970","Benton Consolidated High School District 103","IL","Benton","Response","bentonhighschool.org","Response","https://www.bentonhighschool.org/page/job-openings",
"1734230","Robinson Community Unit School District 2","IL","Robinson","Response","robinsonschools.com","Response","https://robinsonschools.com/unit2/index.php/district-office/employment-opportunities",
"1734290","Rochelle Township High School District 212","IL","Rochelle","Response","rthsd212.org","Response","https://www.rthsd212.org/ncapplication",
"1706480","Bloomington School District 87","IL","Bloomington","Response","district87.org","Response","https://www.applitrack.com/district87/onlineapp/default.aspx","AppliTrack"
"1706540","Community High School District 218","IL","Oak Lawn","Response","chsd218.org","Response","https://www.applitrack.com/d218/onlineapp/default.aspx?all=1","AppliTrack"
"1713530","Edwardsville Community Unit School District 7","IL","Edwardsville","Response","ecusd7.org","Response","https://ecusd7.tedk12.com/hire/index.aspx","Tedk12"
"1713560","Effingham Community Unit School District 40","IL","Effingham","Response","unit40.org","Response","https://www.unit40.org/apps/pages/index.jsp?uREC_ID=4374245&type=d&pREC_ID=2576388",
"1713590","Egyptian Community Unit School District 5","IL","Tamms","Response","egyptianschool.com","Response","https://www.egyptianschool.com/apps/pages/index.jsp?uREC_ID=329813&type=d&pREC_ID=1408657",
"1000170","Cape Henlopen School District","DE","Lewes","Response","capehenlopenschools.com","Response","https://www.applitrack.com/capehenlopenschools/onlineapp/","Frontline"
"1000680","Indian River School District","DE","Selbyville","Response","irsd.net","Response","https://www.applitrack.com/joindelawareschools/onlineapp/default.aspx?choosedistrict=true&applitrackclient=40232","Frontline Recruitment"
"1000790","Lake Forest School District","DE","Felton","Response","lf.k12.de.us","Response","https://www.applitrack.com/lf/onlineapp/","Frontline"
"1201890","Union County School District","FL","LAKE BUTLER","Response","union.k12.fl.us","Response","https://unionskyward.nefec.org:444/scripts/wsisa.dll/WService=wsFin/rapplmnu03.w","NEFEC"
"1301050","Chattahoochee County School District","GA","Cusseta","Response","chattahoochee.k12.ga.us","Response","https://www.applitrack.com/chattco/onlineapp/","AppliTrack"
"1301560","Crisp County School District","GA","Cordele","Response","crispschools.org","Response","https://applitrack.com/crispschools/onlineapp/","Frontline"
"1301590","Dade County School District","GA","Trenton","Response","dadecountyschools.org","Response","https://www.dadecountyschools.org/departments-programs/human-resources/current-openings",
"1709600","Charleston Community Unit School District 1","IL","Charleston","Response","charleston.k12.il.us","Response","https://www.applitrack.com/charleston/onlineapp/default.aspx","Frontline"
"1700044","Farmington Central Community Unit School District 265","IL","Farmington","Response","dist265.com","Response","https://www.dist265.com/page/employment",
"1700045","Gallatin Community Unit School District 7","IL","Junction","Response","gallatincusd7.com","Response","https://www.gallatincusd7.com/page/job-opportunities",
"1711400","Fulton County Community Unit School District 3","IL","Cuba","Response","cusd3.net","Response","https://cusd3.com/positions-available/",
"1711980","Deerfield School District 109","IL","Deerfield","Response","dps109.org","Response","https://jobs.redroverk12.com/org/DPS109Jobs","Red Rover"
"1712030","DeLand-Weldon Community Unit School District 57","IL","De Land","Response","dwschools.org","Response","https://www.dwschools.org/district/employment-opportunities",
"1712330","Dixon Unit School District 170","IL","Dixon","Response","dps170.org","Response","https://www.applitrack.com/roe47/onlineapp/default.aspx","AppliTrack"
"1703660","Alwood Community Unit School District 225","IL","Woodhull","Response","alwood.net","Response","https://www.k12jobspot.com/District/3479/Jobs","K12JobSpot"
"2904950","Bernie R-XIII School District","MO","BERNIE","Response","bernie.k12.mo.us","Response","https://www.bernie.k12.mo.us/bernie-r-xiii-school-district/about-bernie-school-district/job-vacanciesapp",
"1704230","Armstrong Township High School District 225","IL","Armstrong","Response","armstrong.k12.il.us","Response","https://www.armstrong.k12.il.us/page/employment-opportunities",
"1704260","Arthur Community Unit School District 305","IL","Arthur","Response","cusd305.org","Response","https://www.cusd305.org/page/job-vacancies",
"1704340","Ashley Community Consolidated School District 15","IL","Ashley","Response","ashleyccsd15.org","Response","https://www.applitrack.com/ccsd15/onlineapp/default.aspx","Frontline"
"1704380","Ashton-Franklin Center CUSD 275","IL","Ashton","Response","afcschools.net","Response","https://www.applitrack.com/roe47/onlineapp/default.aspx","AppliTrack"
"3904627","Southeastern Local School District","OH","South Charleston","Response","sepanthers.org","Response","https://www.sels.us/job-opportunities",
"3904725","Cedar Cliff Local School District","OH","Cedarville","Response","cedarcliffschools.net","Response","https://www.applitrack.com/dayton/onlineapp/default.aspx?choosedistrict=true&applitrackclient=38808","AppliTrack"
"3904914","Waverly City School District","OH","Waverly","Response","waverly.k12.oh.us","Response","https://www.k12jobspot.com/District/15526","K12JobSpot"
"5102310","Lunenburg County Public Schools","VA","Kenbridge","Response","lunenburgcountyschools.org","Response","https://lunenburgcountyschools.tedk12.com/hire/index.aspx","PowerSchool"
"1714490","Evanston Township High School District 202","IL","Evanston","Response","eths.k12.il.us","Response","https://www.applitrack.com/D202/onlineapp/default.aspx","Frontline"
"1715030","Fenton Community High School District 100","IL","Bensenville","Response","fenton100.org","Response","https://www.applitrack.com/fenton100/onlineapp/default.aspx?all=1","Frontline"
"1715100","Fieldcrest Community Unit School District 6","IL","Minonk","Response","unit6.org","Response","https://www.applitrack.com/fieldcrest/onlineapp/","AppliTrack"
"1715820","Freeburg Community Consolidated School District 70","IL","Freeburg","Response","frg70.org","Response","https://www.frg70.org/employment-opportunities",
"1715840","Freeburg Community High School District 77","IL","Freeburg","Response","fchs77.org","Response","https://www.applitrack.com/stclair/onlineapp/default.aspx","AppliTrack"
"1716080","Galesburg Community Unit School District 205","IL","Galesburg","Response","galesburg205.org","Response","https://www.applitrack.com/galesburg205/onlineapp/default.aspx","Frontline"
"1716140","Galva Community Unit School District 224","IL","Galva","Response","galva224.org","Response","https://www.galva224.org/page/employment-opportunities",
"1706060","Berwyn North School District 98","IL","Berwyn","Response","bn98.org","Response","https://www.applitrack.com/d98/onlineapp/default.aspx","Frontline"
"1716830","Glenbard Township High School District 87","IL","Glen Ellyn","Response","glenbard87.org","Response","https://www.applitrack.com/glenbard/onlineapp/","AppliTrack"
"1719970","Illinois Valley Central Unit School District 321","IL","Chillicothe","Response","ivcschools.com","Response","https://www.applitrack.com/ivcschools/onlineapp/","Frontline"
"1718030","Hall High School District 502","IL","Spring Valley","Response","hallhighschool502.com","Response","https://www.k12jobspot.com/District/3764/Jobs","K12JobSpot"
"1718060","Hamilton Community Consolidated School District 328","IL","Hamilton","Response","hhs328.com","Response","https://hhs328.com/employment-opportunities/",
"1718200","Hardin County Community Unit School District 1","IL","Elizabethtown","Response","hardin.k12.il.us","Response","https://www.hardink12.net/documents/offices/employment/job-openings/732563",
"2905280","Blue Eye R-V School District","MO","BLUE EYE","Response","blueeye.k12.mo.us","Response","https://www.blueeye.k12.mo.us/page/employment-opportunities",
"2905310","Blue Springs R-IV School District","MO","BLUE SPRINGS","Response","bssd.net","Response","https://bluesprings.schoolspring.com/","SchoolSpring"
"2905370","Bolivar R-I School District","MO","BOLIVAR","Response","bolivarschools.org","Response","https://www.applitrack.com/bolivarschools/onlineapp/default.aspx","Frontline"
"1708340","Carbondale Elementary School District 95","IL","Carbondale","Response","ces95.org","Response","https://phl.applitrack.com/ces95/onlineapp/default.aspx","Frontline"
"1708370","Carbondale Community High School District 165","IL","Carbondale","Response","cchs165.jacksn.k12.il.us","Response","https://www.applitrack.com/Carbondale/onlineapp/","Frontline"
"4210200","Franklin Area School District","PA","Franklin","Response","fasd.k12.pa.us","Response","https://www.indeed.com/cmp/Franklin-Area-School-District/jobs","Indeed"
